actual_label,predicted_label,reconstruction_error,flagged_as_anomaly
ipsweep,ipsweep,0.3062946,1
neptune,neptune,0.710622,1
normal,normal,0.013101208,0
satan,satan,0.0832898,1
normal,normal,0.004982139,0
normal,normal,0.0010137616,0
neptune,neptune,0.5826418,1
normal,normal,0.0012829399,0
normal,normal,0.0216483,0
normal,satan,0.07335073,1
neptune,neptune,0.6501883,1
neptune,neptune,0.6730717,1
normal,normal,0.0019123066,0
normal,normal,0.016318165,0
neptune,neptune,0.59697866,1
normal,normal,0.008248531,0
neptune,neptune,0.6630382,1
neptune,neptune,0.5533149,1
portsweep,portsweep,0.1284216,1
normal,normal,0.041005448,0
neptune,neptune,0.33791247,1
normal,normal,0.0011437547,0
neptune,neptune,0.5797812,1
neptune,neptune,0.6443626,1
neptune,neptune,0.32227468,1
satan,satan,0.10793163,1
normal,normal,0.007119667,0
normal,normal,0.0018517724,0
portsweep,portsweep,1.042362,1
normal,normal,0.006725975,0
normal,normal,0.0037140949,0
normal,normal,0.0009932407,0
neptune,neptune,0.69461966,1
neptune,neptune,0.5439423,1
normal,normal,0.010431589,0
neptune,neptune,0.5847248,1
normal,normal,0.028628344,0
satan,satan,0.082721435,1
satan,satan,1.3443006,1
neptune,neptune,0.72312087,1
normal,normal,0.0039676614,0
normal,normal,0.0006078046,0
ipsweep,ipsweep,0.25797147,1
normal,normal,0.007074371,0
neptune,neptune,0.5920466,1
portsweep,portsweep,1.0573456,1
satan,satan,0.08267631,1
normal,normal,0.0005849326,0
normal,normal,0.00042685127,0
normal,normal,0.0025607117,0
normal,normal,0.025372505,0
satan,satan,1.3465823,1
normal,normal,0.0009346671,0
normal,ipsweep,0.0896605,1
neptune,neptune,0.55804616,1
neptune,neptune,0.73630446,1
normal,normal,0.0044260086,0
normal,normal,0.0046326625,0
neptune,neptune,0.7333417,1
neptune,neptune,0.6821151,1
neptune,neptune,0.58291113,1
normal,normal,0.0003156049,0
satan,satan,0.2864908,1
normal,normal,0.011253802,0
normal,normal,0.001339493,0
normal,normal,0.0059261927,0
normal,normal,0.001803432,0
nmap,nmap,0.12963325,1
normal,normal,0.0014486136,0
neptune,neptune,0.5507035,1
normal,normal,0.0077485056,0
normal,normal,0.001725788,0
neptune,neptune,0.57905155,1
normal,normal,0.0006238591,0
normal,normal,0.0062500723,0
neptune,neptune,0.64092046,1
normal,normal,0.0062672226,0
normal,normal,0.002266197,0
neptune,neptune,0.7318062,1
portsweep,portsweep,1.3677516,1
normal,normal,0.03418111,0
normal,nmap,0.08936452,1
smurf,smurf,0.40130463,1
normal,normal,0.035793796,0
ipsweep,ipsweep,0.30630946,1
neptune,neptune,0.7214702,1
neptune,neptune,0.6421637,1
normal,normal,0.0005554664,0
neptune,neptune,0.5999513,1
normal,normal,0.028755065,0
neptune,neptune,0.5950265,1
portsweep,portsweep,0.6744918,1
normal,normal,0.0009344114,0
back,back,0.12718806,1
neptune,neptune,0.741385,1
smurf,normal,0.049646173,0
neptune,neptune,0.57167315,1
neptune,neptune,0.5791904,1
neptune,neptune,0.43883795,1
back,back,0.091531746,1
ipsweep,ipsweep,1.0564743,1
normal,normal,0.002343408,0
neptune,neptune,0.69109684,1
neptune,neptune,0.5498818,1
neptune,neptune,0.6801428,1
normal,normal,0.0015785999,0
normal,normal,0.02271841,0
normal,normal,0.00120304,0
normal,normal,0.015070732,0
normal,normal,0.00063079764,0
normal,normal,0.0040823473,0
normal,normal,0.0021162836,0
teardrop,teardrop,3.6961207,1
normal,normal,0.00074014283,0
normal,normal,0.0035169765,0
nmap,normal,0.033592254,0
neptune,neptune,0.7072267,1
neptune,neptune,0.70820147,1
normal,normal,0.00880749,0
normal,normal,0.0066351383,0
normal,normal,0.055625338,0
normal,normal,0.0062963422,0
normal,normal,0.0004497629,0
neptune,neptune,0.6782969,1
normal,normal,0.0047391956,0
normal,normal,0.04215877,0
normal,normal,0.024941843,0
normal,normal,0.007925667,0
neptune,neptune,0.5843048,1
normal,normal,0.00057557353,0
normal,normal,0.012906634,0
neptune,neptune,0.6762351,1
satan,normal,0.04525521,0
normal,normal,0.0007736894,0
normal,normal,0.0013032544,0
normal,normal,0.0050332053,0
normal,normal,0.001025656,0
normal,normal,0.0020093324,0
normal,normal,0.0066624936,0
ipsweep,ipsweep,0.28756914,1
neptune,neptune,0.58135206,1
normal,normal,0.010242808,0
normal,normal,0.0014604628,0
smurf,smurf,0.116876304,1
normal,normal,0.0013300824,0
neptune,neptune,0.7220737,1
normal,normal,0.009700052,0
neptune,neptune,0.6135139,1
normal,normal,0.0039097727,0
normal,normal,0.022348149,0
normal,normal,0.00051906914,0
satan,satan,1.0177982,1
neptune,neptune,0.5842015,1
normal,normal,0.015958443,0
warezmaster,warezmaster,0.07281901,1
normal,normal,0.0073275105,0
normal,normal,0.024785616,0
neptune,neptune,0.6775023,1
satan,satan,0.23724054,1
back,back,0.06943775,1
neptune,neptune,0.5942063,1
normal,ipsweep,0.13854545,1
normal,smurf,0.11301372,1
neptune,neptune,0.5383512,1
neptune,neptune,0.5201842,1
neptune,neptune,0.45418638,1
normal,normal,0.0206536,0
normal,normal,0.0069574704,0
normal,normal,0.020011177,0
neptune,neptune,0.5806182,1
normal,normal,0.0007005264,0
neptune,neptune,0.58422273,1
normal,warezclient,0.07821633,1
normal,normal,0.00038725307,0
neptune,neptune,0.32658586,1
normal,normal,0.0010258722,0
neptune,neptune,0.6473585,1
neptune,neptune,0.6686112,1
normal,normal,0.0095912665,0
neptune,neptune,0.68338835,1
normal,normal,0.0005929456,0
neptune,neptune,0.7122629,1
normal,normal,0.0045852144,0
nmap,nmap,0.13725553,1
normal,normal,0.0033105984,0
normal,normal,0.0018545429,0
satan,satan,1.303472,1
neptune,neptune,0.7063973,1
normal,normal,0.002599635,0
normal,normal,0.014860896,0
normal,normal,0.010802502,0
normal,normal,0.0006072127,0
normal,normal,0.006918727,0
portsweep,portsweep,0.5536236,1
normal,normal,0.00057190715,0
normal,normal,0.0008375907,0
normal,normal,0.006059462,0
normal,normal,0.0010676481,0
neptune,neptune,0.38127598,1
neptune,neptune,0.29038122,1
nmap,nmap,0.14771347,1
normal,normal,0.011927275,0
normal,normal,0.015165549,0
normal,normal,0.000773742,0
neptune,neptune,0.41724533,1
normal,normal,0.013931721,0
normal,normal,0.017949391,0
normal,normal,0.023961531,0
normal,normal,0.021883648,0
neptune,neptune,0.3336286,1
neptune,neptune,0.69749945,1
neptune,neptune,0.59734774,1
normal,normal,0.047463454,0
normal,normal,0.014177906,0
neptune,neptune,0.4936775,1
normal,portsweep,0.2785629,1
neptune,neptune,0.3516457,1
neptune,neptune,0.60468704,1
normal,normal,0.0004420722,0
smurf,smurf,0.44707274,1
teardrop,teardrop,3.7908678,1
neptune,neptune,0.62452066,1
normal,normal,0.00159441,0
normal,normal,0.035249103,0
normal,normal,0.0014270566,0
normal,normal,0.00871509,0
normal,normal,0.00623101,0
neptune,neptune,0.6769483,1
normal,normal,0.0016200737,0
normal,normal,0.008062688,0
normal,normal,0.011000416,0
neptune,neptune,0.51461756,1
nmap,normal,0.0143527705,0
normal,normal,0.00094718026,0
normal,normal,0.002719174,0
normal,normal,0.0035000972,0
neptune,neptune,0.5780123,1
neptune,neptune,0.32707262,1
neptune,neptune,0.7179002,1
neptune,neptune,0.5760474,1
neptune,neptune,0.5840157,1
neptune,neptune,0.3375941,1
normal,normal,0.0045632147,0
normal,guess_passwd,2.306055,1
neptune,neptune,0.67624795,1
normal,normal,0.0097649405,0
neptune,neptune,0.3229231,1
normal,normal,0.02359213,0
normal,normal,0.004710681,0
normal,normal,0.013931942,0
normal,normal,0.0025954356,0
normal,normal,0.0050256904,0
normal,normal,0.0032423348,0
normal,normal,0.0069957236,0
normal,normal,0.043374896,0
normal,imap,0.258123,1
normal,normal,0.0068608066,0
normal,normal,0.0038129452,0
normal,normal,0.0013624332,0
normal,normal,0.043566335,0
normal,normal,0.00043780738,0
normal,normal,0.01603603,0
normal,normal,0.004863844,0
neptune,neptune,0.45411623,1
loadmodule,loadmodule,0.8347577,1
normal,normal,0.0063220845,0
neptune,neptune,0.6816505,1
normal,normal,0.0008773153,0
normal,normal,0.0056422544,0
normal,normal,0.0012314643,0
normal,warezclient,0.115279526,1
normal,normal,0.012274482,0
normal,normal,0.002866924,0
neptune,neptune,0.41217446,1
neptune,neptune,0.67757916,1
normal,normal,0.0021883294,0
neptune,neptune,0.7221079,1
neptune,neptune,0.6472938,1
neptune,neptune,0.64853144,1
normal,normal,0.00088322425,0
normal,guess_passwd,1.1522579,1
normal,normal,0.014911521,0
normal,normal,0.038290247,0
normal,normal,0.020306071,0
neptune,neptune,0.66948664,1
normal,normal,0.0054665892,0
neptune,neptune,0.5826762,1
neptune,neptune,0.3162995,1
neptune,neptune,0.72440344,1
neptune,neptune,0.65334636,1
normal,normal,0.02778355,0
normal,normal,0.0163818,0
satan,satan,0.08126716,1
normal,normal,0.005625744,0
ipsweep,ipsweep,0.3691296,1
normal,normal,0.015770996,0
neptune,neptune,0.66829383,1
neptune,neptune,0.56593573,1
neptune,neptune,0.68357915,1
normal,normal,0.0011314821,0
normal,normal,0.02085411,0
normal,normal,0.006059941,0
neptune,neptune,0.724239,1
normal,normal,0.00053690205,0
neptune,neptune,0.3337772,1
neptune,neptune,0.40696308,1
normal,normal,0.0036071911,0
ipsweep,normal,0.028051972,0
normal,normal,0.004626382,0
normal,normal,0.005774603,0
neptune,neptune,0.5735275,1
neptune,neptune,0.6932698,1
neptune,neptune,0.67552775,1
normal,normal,0.0044440064,0
neptune,neptune,0.5555132,1
normal,normal,0.00036707256,0
normal,normal,0.012611971,0
normal,normal,0.0016890025,0
normal,normal,0.008733471,0
neptune,neptune,0.5829069,1
neptune,neptune,0.69352853,1
satan,satan,1.5560704,1
smurf,smurf,0.291672,1
normal,warezclient,0.100089215,1
normal,normal,0.0014389589,0
normal,normal,0.013142991,0
normal,normal,0.00045310872,0
neptune,neptune,0.43704963,1
neptune,neptune,0.23407409,1
neptune,neptune,0.6118184,1
neptune,neptune,0.7417195,1
normal,normal,0.00667667,0
normal,normal,0.00060465786,0
ipsweep,ipsweep,1.0816126,1
neptune,neptune,0.52456754,1
normal,normal,0.024686888,0
normal,normal,0.01698388,0
neptune,neptune,0.6947868,1
portsweep,portsweep,0.57774836,1
nmap,nmap,0.49537483,1
normal,normal,0.009537686,0
neptune,neptune,0.7085342,1
teardrop,teardrop,3.6947973,1
normal,normal,0.0070669455,0
neptune,neptune,0.7468881,1
neptune,neptune,0.59287137,1
normal,warezclient,0.08061687,1
neptune,neptune,0.6336886,1
neptune,neptune,0.5763487,1
normal,normal,0.002947213,0
normal,normal,0.0018989509,0
normal,normal,0.015383096,0
normal,normal,0.0043729646,0
normal,normal,0.0036508343,0
normal,normal,0.011533029,0
neptune,neptune,0.70116866,1
ipsweep,ipsweep,0.32285985,1
normal,normal,0.0007639356,0
ipsweep,ipsweep,0.524268,1
neptune,neptune,0.6786447,1
normal,normal,0.001942138,0
normal,loadmodule,0.1100531,1
neptune,neptune,0.53943753,1
neptune,neptune,0.40693787,1
normal,normal,0.05015753,0
nmap,normal,0.007724495,0
ipsweep,ipsweep,0.21102107,1
normal,normal,0.0018252573,0
normal,normal,0.0037715912,0
normal,neptune,0.39117846,1
normal,normal,0.051916312,0
normal,normal,0.013420761,0
normal,normal,0.0011230373,0
normal,warezclient,0.073675826,1
normal,normal,0.02731199,0
satan,satan,1.5073918,1
normal,normal,0.054972474,0
normal,normal,0.0013136944,0
normal,normal,0.008324489,0
normal,normal,0.012576653,0
normal,normal,0.007279989,0
normal,normal,0.00443185,0
satan,satan,1.4494187,1
normal,normal,0.014494896,0
neptune,neptune,0.58386755,1
normal,normal,0.0008040665,0
neptune,neptune,0.5942063,1
normal,normal,0.024100352,0
normal,normal,0.0010689006,0
neptune,neptune,0.39429402,1
normal,normal,0.00027217457,0
normal,normal,0.011440908,0
neptune,neptune,0.5886044,1
portsweep,portsweep,0.1951091,1
normal,ipsweep,0.07148379,1
normal,normal,0.00054786337,0
neptune,neptune,0.71228015,1
normal,normal,0.0024200606,0
neptune,neptune,0.7385216,1
normal,satan,0.07633514,1
neptune,neptune,0.67259693,1
neptune,neptune,0.5758786,1
normal,normal,0.0058545643,0
ipsweep,normal,0.03352632,0
smurf,normal,0.042158775,0
neptune,neptune,0.42718726,1
normal,normal,0.00661032,0
normal,normal,0.0021401737,0
ipsweep,ipsweep,0.14761655,1
normal,normal,0.0015757876,0
normal,normal,0.011396993,0
normal,normal,0.002970037,0
neptune,neptune,0.7309061,1
normal,normal,0.036674395,0
neptune,neptune,0.5985036,1
normal,normal,0.001354681,0
neptune,neptune,0.5883116,1
normal,normal,0.020334862,0
warezclient,normal,0.03918143,0
neptune,neptune,0.71610737,1
normal,normal,0.02662767,0
neptune,neptune,0.3277303,1
neptune,neptune,0.65380114,1
neptune,neptune,0.60480714,1
warezclient,normal,0.03609017,0
normal,normal,0.0024573596,0
normal,normal,0.00053689396,0
teardrop,teardrop,3.7675405,1
neptune,neptune,0.50756043,1
normal,normal,0.010170646,0
normal,normal,0.0008045728,0
normal,normal,0.00044206623,0
normal,normal,0.0010916296,0
back,back,0.065323316,1
normal,portsweep,0.13334212,1
normal,normal,0.044613633,0
neptune,neptune,0.68487436,1
normal,warezclient,0.063783005,1
normal,normal,0.0041289655,0
normal,normal,0.00065024773,0
normal,warezclient,0.07322663,1
normal,normal,0.008698337,0
neptune,neptune,0.65423596,1
nmap,nmap,0.14376296,1
neptune,neptune,0.6404318,1
normal,warezclient,0.067142904,1
neptune,neptune,0.6607723,1
normal,normal,0.006966693,0
satan,satan,1.552384,1
normal,normal,0.032357786,0
normal,normal,0.007964404,0
neptune,neptune,0.4614806,1
neptune,neptune,0.5378668,1
normal,normal,0.00083641877,0
normal,normal,0.013305636,0
normal,normal,0.009264273,0
neptune,neptune,0.5197174,1
warezclient,normal,0.024829019,0
normal,normal,0.004989346,0
normal,normal,0.0013546813,0
normal,normal,0.043587416,0
normal,normal,0.021569058,0
ipsweep,ipsweep,0.3094503,1
normal,normal,0.0014274485,0
normal,normal,0.03348854,0
normal,normal,0.04108861,0
normal,ipsweep,0.50288844,1
neptune,neptune,0.57713294,1
neptune,neptune,0.5689225,1
normal,normal,0.0022041888,0
normal,normal,0.04087829,0
normal,normal,0.047176387,0
neptune,neptune,0.5886427,1
neptune,neptune,0.6931009,1
neptune,neptune,0.7443756,1
normal,normal,0.0006384929,0
neptune,neptune,0.4234539,1
normal,normal,0.0011701895,0
normal,normal,0.006348844,0
normal,normal,0.005485998,0
neptune,neptune,0.65495855,1
normal,normal,0.0016849737,0
normal,satan,0.066232234,1
neptune,neptune,0.74372625,1
normal,normal,0.0011559691,0
smurf,normal,0.033459686,0
neptune,neptune,0.46431887,1
normal,neptune,0.06998303,1
neptune,neptune,0.6700194,1
normal,normal,0.00390597,0
normal,normal,0.002159477,0
normal,normal,0.008663918,0
normal,warezclient,0.07625104,1
neptune,neptune,0.57930887,1
neptune,neptune,0.5187352,1
normal,normal,0.0019761678,0
normal,normal,0.005209081,0
normal,normal,0.010585825,0
normal,normal,0.00062366144,0
normal,normal,0.00070622476,0
portsweep,portsweep,0.9074022,1
normal,normal,0.009822393,0
normal,normal,0.0062847794,0
neptune,neptune,0.3340702,1
neptune,neptune,0.3678391,1
normal,normal,0.0012877225,0
neptune,neptune,0.5774536,1
neptune,neptune,0.66082364,1
normal,normal,0.0013495086,0
neptune,neptune,0.47113654,1
normal,warezclient,0.094625294,1
neptune,neptune,0.53786516,1
normal,normal,0.00052192295,0
neptune,neptune,0.5772426,1
normal,normal,0.00056693534,0
normal,normal,0.05645,0
teardrop,teardrop,3.6946476,1
normal,normal,0.002249062,0
normal,normal,0.0009471664,0
normal,normal,0.035990894,0
normal,satan,0.10032256,1
neptune,neptune,0.67083526,1
portsweep,portsweep,0.6687557,1
normal,neptune,0.07734626,1
normal,normal,0.001794708,0
satan,satan,1.223281,1
normal,normal,0.017101632,0
normal,ipsweep,0.26264718,1
normal,ipsweep,0.08672237,1
normal,normal,0.003936447,0
neptune,neptune,0.59727937,1
normal,normal,0.003857455,0
normal,normal,0.022589095,0
neptune,neptune,0.4587532,1
normal,normal,0.003741251,0
neptune,neptune,0.58758926,1
normal,normal,0.03550829,0
normal,normal,0.013158241,0
normal,normal,0.002762612,0
portsweep,portsweep,0.30219626,1
neptune,neptune,0.7357374,1
smurf,normal,0.009851309,0
normal,normal,0.000811232,0
satan,satan,1.3589793,1
smurf,smurf,0.11522559,1
nmap,nmap,0.27199197,1
normal,normal,0.0036527251,0
normal,normal,0.005415903,0
normal,normal,0.0054065576,0
normal,normal,0.0015373795,0
normal,normal,0.0018709647,0
neptune,neptune,0.6426422,1
neptune,neptune,0.5190831,1
neptune,neptune,0.6812086,1
neptune,neptune,0.40455362,1
neptune,neptune,0.6572151,1
normal,normal,0.00089117343,0
ipsweep,ipsweep,0.16755508,1
satan,satan,0.07556792,1
normal,normal,0.00059218355,0
normal,normal,0.051166754,0
neptune,neptune,0.6010079,1
normal,normal,0.004432525,0
normal,normal,0.014823915,0
neptune,neptune,0.58245486,1
neptune,neptune,0.42946348,1
warezclient,warezclient,0.1709491,1
neptune,neptune,0.57221854,1
normal,ipsweep,0.06492169,1
satan,satan,0.09898575,1
neptune,neptune,0.5894831,1
normal,normal,0.012968064,0
warezclient,warezclient,0.18030278,1
portsweep,portsweep,1.1724753,1
normal,normal,0.00093131093,0
neptune,neptune,0.5032712,1
normal,normal,0.00043786512,0
normal,normal,0.0141009735,0
neptune,neptune,0.6655679,1
normal,normal,0.004223339,0
neptune,neptune,0.53127384,1
normal,warezclient,0.101004556,1
neptune,neptune,0.5145295,1
normal,normal,0.047633514,0
normal,normal,0.00046166396,0
normal,normal,0.005045096,0
normal,normal,0.05330956,0
normal,imap,0.07086856,1
normal,normal,0.00045472625,0
normal,normal,0.001846356,0
neptune,neptune,0.569336,1
neptune,neptune,0.7165537,1
neptune,neptune,0.72697306,1
normal,normal,0.0015552855,0
satan,satan,1.5435119,1
satan,satan,1.558571,1
satan,satan,1.5613658,1
normal,normal,0.001620044,0
neptune,neptune,0.5934039,1
normal,normal,0.0006242865,0
neptune,neptune,0.53028387,1
neptune,neptune,0.70861965,1
satan,normal,0.037280943,0
neptune,neptune,0.689523,1
neptune,neptune,0.7103716,1
neptune,neptune,0.4205799,1
neptune,neptune,0.35667852,1
normal,normal,0.009936137,0
neptune,neptune,0.49778095,1
neptune,neptune,0.41033915,1
normal,normal,0.0020867295,0
neptune,neptune,0.6816549,1
satan,satan,1.4362937,1
smurf,normal,0.045344476,0
normal,normal,0.007004833,0
normal,normal,0.0021800054,0
normal,normal,0.0012032721,0
neptune,neptune,0.33727616,1
normal,normal,0.00023554136,0
normal,ipsweep,0.07587641,1
normal,normal,0.0012466428,0
normal,normal,0.001054259,0
normal,normal,0.016885389,0
normal,normal,0.0029126883,0
normal,normal,0.0034103938,0
normal,normal,0.00045310627,0
neptune,neptune,0.70233613,1
normal,normal,0.00042567647,0
normal,normal,0.0074149747,0
normal,normal,0.0014933624,0
normal,normal,0.0064245462,0
normal,normal,0.0044087237,0
neptune,neptune,0.69969296,1
normal,normal,0.0019065277,0
normal,normal,0.0013566231,0
smurf,smurf,0.24160598,1
normal,warezclient,0.14910425,1
neptune,neptune,0.7174578,1
neptune,neptune,0.5778244,1
normal,normal,0.0012931941,0
neptune,neptune,0.66150934,1
neptune,neptune,0.5259021,1
normal,normal,0.0013547676,0
neptune,neptune,0.51255345,1
normal,normal,0.058522813,0
normal,normal,0.033098985,0
normal,normal,0.0025941252,0
neptune,neptune,0.53102356,1
satan,satan,1.4950312,1
normal,normal,0.002205134,0
satan,normal,0.05586614,0
neptune,neptune,0.7185881,1
neptune,neptune,0.5700098,1
portsweep,portsweep,0.5116555,1
neptune,neptune,0.6536884,1
normal,normal,0.005393283,0
neptune,neptune,0.5954649,1
smurf,smurf,0.2276912,1
neptune,neptune,0.5930343,1
normal,normal,0.0058952295,0
normal,normal,0.006809,0
neptune,neptune,0.6547089,1
neptune,neptune,0.53526336,1
nmap,normal,0.015905324,0
normal,normal,0.0152598545,0
satan,normal,0.0574708,0
normal,normal,0.00667667,0
normal,normal,0.0061541707,0
neptune,neptune,0.7458736,1
normal,normal,0.0036192567,0
neptune,neptune,0.7205117,1
ipsweep,ipsweep,0.11679567,1
normal,normal,0.010644181,0
normal,normal,0.010040331,0
neptune,neptune,0.5792453,1
portsweep,portsweep,0.5504127,1
